,index,Answers,Address
22,113,Looking to buy a new car or go on a family trip to your dream destination? Are you faced with a medical emergency that requires immediate funds? Or how about,https://www.bajajfinservmarkets.in/discover/expert-speak/loans/the-a-zs-of-availing-a-loan
23,111,The Reserve Bank of India (RBI) guidelines on interoperability of prepaid payment instruments (PPIs) was a much-awaited step under the revised PPI road map announced in December 2017. After,https://www.bajajfinservmarkets.in/discover/expert-speak/loans/the-revolution-powered-by-the-interoperability-of-prepaid-payment-instruments
24,109,"Provided you meet certain conditions, joint home loans can be a good tax-saving method. You need to be joint owners of the home to avail the lucrative tax benefits",https://www.bajajfinservmarkets.in/discover/expert-speak/loans/the-secret-to-lower-taxes-and-lighter-home-loan-burden-joint-home-loans
25,107,"Your property is an asset that can truly help you reap numerous financial benefits. Be it a property for the purpose of living in or for an investment, the banking",https://www.bajajfinservmarkets.in/discover/expert-speak/loans/the-ultimate-guide-to-taking-out-a-home-loan
26,114,"You might have come across the novel profession of a data scientist in your professional/student life. In a world where data is the new oil and currency, it is",https://www.bajajfinservmarkets.in/discover/expert-speak/loans/to-be-or-not-to-be-a-data-scientist
27,108,Financial institutions attempt to mitigate the risk of lending to borrowers by performing credit analysis on individuals and businesses applying for a new credit account or loan. This process is,https://www.bajajfinservmarkets.in/discover/expert-speak/loans/understanding-the-five-cs-of-credit
28,106,"NBFCs are quickly adopting best-in-class technology to bring about disruption and foster future growth. The Indian lending industry, significantly the non-banking financial companies (NBFCs), are increasingly relying",https://www.bajajfinservmarkets.in/discover/expert-speak/loans/what-nbfcs-are-getting-right-about-indias-digital-future
29,132,"Finserv MARKETS is an award-winning digital financial services marketplace. We offer over 27 financial products to over a million customers. The products range across Loans, Insurance, Investment, and Payments",https://www.bajajfinservmarkets.in/discover/expert-speak/technology/7-key-pillars-of-the-finserv-markets-platform
30,35,"As much as one can love travelling, it is widely known that travelling light can drastically improve the experience. The mantra extends to the currency you carry - which is to",https://www.bajajfinservmarkets.in/discover/journals/blogs/credit-card/5-credit-card-features-that-exclusively-benefit-a-traveller-like-you
31,30,"Credit Cards have drastically changed the way we look at our finances. Time and again, they have brought premium products within our buying reach and with this, have taught us",https://www.bajajfinservmarkets.in/discover/journals/blogs/credit-card/how-important-are-credit-card-statements
32,34,"A credit card is a critical payment instrument. It helps you to transact without worrying about the balance in your account, helps build a credit history and offers rewards and",https://www.bajajfinservmarkets.in/discover/journals/blogs/credit-card/how-to-choose-the-right-credit-card
33,36,"Credit cards are essentially instruments of payment that let you transact on the principle of ‘buy now, pay later’ up to a pre-defined and pre-approved credit limit. As",https://www.bajajfinservmarkets.in/discover/journals/blogs/credit-card/how-to-convert-credit-card-purchases-into-easy-emis
34,32,"The circulation of credit cards in India touched 48.9 million in May 2019, according to data from the Reserve Bank of India, a rise of 27% from 38.6",https://www.bajajfinservmarkets.in/discover/journals/blogs/credit-card/how-to-improve-credit-card-eligibility-and-what-are-the-influential-factors
35,39,"The festive season is about to start and yet again, it is going to be the most promising time of the year. With this year’s Diwali sale set to",https://www.bajajfinservmarkets.in/discover/journals/blogs/credit-card/using-your-credit-card-during-the-festive-season
36,37,A credit card is a payment instrument that you can use to make a plethora of payments and transactions with just a swipe. Depending on the variant of credit card,https://www.bajajfinservmarkets.in/discover/journals/blogs/credit-card/using-your-credit-card-hacks-and-tips
37,31,"Credit cards are one of the many instruments of cashless payments. What sets them apart from other cashless modes of payment is the concept of ‘buying on credit’. Simply, a",https://www.bajajfinservmarkets.in/discover/journals/blogs/credit-card/what-is-a-credit-card
38,33,"Credit cards and debit cards are both equally handy instruments of payment. Both of them eliminate the need to carry cash everywhere. With cards, all you have to do is",https://www.bajajfinservmarkets.in/discover/journals/blogs/credit-card/which-is-better-credit-card-or-debit-card
39,38,"This takes me back to my first job in an IT company. First job and all, all my relatives and friends back in my home town wanted a party from",https://www.bajajfinservmarkets.in/discover/journals/blogs/credit-card/why-bajaj-finserv-supercard-is-the-best-in-the-market
40,47,The Bajaj Finserv EMI Network Card is a payment system which lets you buy your favourite products on EMI without the hassles of a credit card. Before we get to,https://www.bajajfinservmarkets.in/discover/journals/blogs/emi-card/7-things-that-the-bajaj-finserv-emi-network-card-can-help-you-buy
41,41,"On November 27th the biggest retailers are bringing a Mega Black Friday sale over to you. Black Friday deals are everywhere right now  — Amazon, Flipkart, and Samsung, to name a",https://www.bajajfinservmarkets.in/discover/journals/blogs/emi-card/black-friday-sale-and-offers-with-bajaj-finserv-emi-network-card
42,49,"Imagine buying an expensive refrigerator for your home or that smartphone you have been eyeing, or tickets for that trip you have been looking forward to for a long time",https://www.bajajfinservmarkets.in/discover/journals/blogs/emi-card/buy-now-and-pay-later-in-easy-no-cost-emis-during-a-cash-crunch
43,45,Online shopping is effortless and convenient; but what makes it truly exciting is the host of special sales that offer the best discounts and offers on your favourite products. One,https://www.bajajfinservmarkets.in/discover/journals/blogs/emi-card/flipkart-sale-with-bajaj-finserv-emi-network-card-for-no-cost-emi-shopping
44,44,"If you have been deeply attracted by all things spooky, Halloween must be your favourite holiday on the calendar. Halloween day marks the Celtic New Year, which was celebrated by",https://www.bajajfinservmarkets.in/discover/journals/blogs/emi-card/halloween-celebrations-in-india-with-bajaj-finserv-emi-network-card
45,48,"Are you holding yourself back from splurging on your birthday or putting off buying an essential home appliance in fear of overshooting your budget? Well, we have all been there",https://www.bajajfinservmarkets.in/discover/journals/blogs/emi-card/hassle-free-application-and-eligibility-for-instant-bajaj-emi-network-card-approvals
46,42,"Children’s day is one of the few days during the year, apart from their birthday and certain festivals like diwali or christmas, that children get gifts of their choice",https://www.bajajfinservmarkets.in/discover/journals/blogs/emi-card/online-gifts-for-your-children-for-childrens-day
47,43,The beginning of Navratri marks the beginning of the shopping spree for Indian households as it sets the stage for many festivals to come. The festival is symbolic of the,https://www.bajajfinservmarkets.in/discover/journals/blogs/emi-card/shopping-lessons-for-navratri-2020-with-bajaj-finserv-emi-network-card
48,46,Shopping online is an enjoyable and relaxing way of purchasing all your favourite items. You get to browse through catalogues of products by some of the best brands and enjoy,https://www.bajajfinservmarkets.in/discover/journals/blogs/emi-card/top-products-to-buy-on-amazon-with-bajaj-finserv-emi-network-card
49,51,"In today’s age of online streaming, entertainment has found a variety of forms and a range of platforms on which to showcase them. Be it music, movies, TV shows",https://www.bajajfinservmarkets.in/discover/journals/blogs/emi-store/explain-each-platform-in-the-markets-bundle-in-brief
50,50,"India is a land of many festivals. With each celebration comes along some much-needed cheer and happiness. There’s a lot of family time you can enjoy, there’s",https://www.bajajfinservmarkets.in/discover/journals/blogs/emi-store/know-more-about-the-grand-emi-festival-sale-at-bajaj-finserv-estore
51,57,The Galaxy A51 is the latest mid-range addition to the Galaxy smartphones series that would likely replace the very popular Galaxy A50. It offers a unique modern design as,https://www.bajajfinservmarkets.in/discover/journals/blogs/emi-store/samsung-galaxy-a51
52,56,"South Korean smartphone maker Samsung has introduced the latest budget smartphone, the Samsung Galaxy M01, in India. The new Galaxy M01 smartphone falls in the company's affordable M series",https://www.bajajfinservmarkets.in/discover/journals/blogs/emi-store/samsung-galaxy-m01
53,54,"South Korean tech giant, Samsung have recently released its Galaxy M series with the launch of Galaxy M11. This budget smartphone offers an amazing set of technology and features for",https://www.bajajfinservmarkets.in/discover/journals/blogs/emi-store/samsung-galaxy-m11
54,52,"South Korean multinational conglomerate, Samsung leaves no stone unturned to amaze us with its budget-friendly smartphone series. And it has introduced yet another mid-range smartphone, the Samsung Galaxy",https://www.bajajfinservmarkets.in/discover/journals/blogs/emi-store/samsung-galaxy-m21
55,53,South Korean conglomerate Samsung has successfully managed to grab everyone's attention with its latest smartphone offering - Galaxy M30s. The Galaxy M30s features unbelievable technology in this price segment and,https://www.bajajfinservmarkets.in/discover/journals/blogs/emi-store/samsung-galaxy-m30s
56,55,Samsung is one of the most trusted and highly sought-after smartphone brands among users. It’s well known for its cutting-edge technology and unbeatable features that stop at,https://www.bajajfinservmarkets.in/discover/journals/blogs/emi-store/samsung-galaxy-m31
57,58,"What aspects do you consider before upgrading or buying a new smartphone? People usually seek a modern look and feel, smart camera to click great pictures, long-lasting battery life",https://www.bajajfinservmarkets.in/discover/journals/blogs/emi-store/vivo-v19
58,59,"Smartphone maker Vivo has launched a new budget smartphone, the Vivo Y50, in India. The new Vivo Y50 falls in the company's affordable “Y” series and will be available",https://www.bajajfinservmarkets.in/discover/journals/blogs/emi-store/vivo-y50
59,23,"The era of Work From Home (WFH) has resulted in spending hours and hours in front of laptops and phones. This, without a doubt has consequences if you don’t",https://www.bajajfinservmarkets.in/discover/journals/blogs/insurance/7-home-remedies-for-headache
60,25,"What Is a Crossover Car?
Cars are no longer a luxury product for people in India. They are now the best mode of transport for those living in all parts",https://www.bajajfinservmarkets.in/discover/journals/blogs/insurance/best-crossover-cars-in-india
61,26,"The importance of having a comprehensive health insurance plan is beyond explanation. In fact, most organisations in India enlist their employees under the corporate health insurance plan as a part",https://www.bajajfinservmarkets.in/discover/journals/blogs/insurance/corporate-health-insurance-vs-individual
62,27,"Most of us enjoy a sumptuous meal. And when it comes to having spicy food, many of us tend  to enjoy it a bit more, resulting in a heavy meal",https://www.bajajfinservmarkets.in/discover/journals/blogs/insurance/home-remedies-for-acidity
63,28,"Being sick with cold can leave you feeling miserable. Most of us have experienced lying in bed with symptoms associated with cold such as fever, chills and body ache. And",https://www.bajajfinservmarkets.in/discover/journals/blogs/insurance/home-remedies-for-cold
64,29,"A dry cough is also referred to as an unproductive cough as, unlike a wet cough, it does not produce any phlegm, mucus, or other irritants from one’s lungs",https://www.bajajfinservmarkets.in/discover/journals/blogs/insurance/home-remedies-for-cough
65,24,It is correctly said that health is wealth. Maintaining your good health is often something that requires you to take an initiative and ensure that you remain in good health,https://www.bajajfinservmarkets.in/discover/journals/blogs/insurance/types-of-personal-hygiene
66,69,India’s economic growth story has had a few setbacks over the last couple of years. From the stressed balance sheet of the banking sector to slowing core sector growth,https://www.bajajfinservmarkets.in/discover/journals/blogs/investment/5-big-psu-privatisation-on-the-cards-in-2020
67,64,Traditional financial services companies are very much eager to incorporate best practices from agile and more flexible Fintech startups. Banks and credit unions have started looking at the advantages of,https://www.bajajfinservmarkets.in/discover/journals/blogs/investment/7-fintech-trends-that-transform-the-financial-services-forever
68,68,"India’s economy is well-positioned to take a commanding position in a largely slowing world. Currently, India is set to be the second-fastest growing economy in the world",https://www.bajajfinservmarkets.in/discover/journals/blogs/investment/can-india-benefit-from-disruptions-in-global-supply-chains
69,67,India’s telecom sector has been facing a bloodbath ever since Reliance Jio arrived on the shore with its dirt-cheap pricing for both data and voice. The aggressive move,https://www.bajajfinservmarkets.in/discover/journals/blogs/investment/can-recent-rate-hikes-help-indias-telecom-sector-recover
70,65,"It started as an off-beat place for users looking to share self-created videos of content ranging from funny to risky stunts. Now, it’s the biggest competitor to",https://www.bajajfinservmarkets.in/discover/journals/blogs/investment/can-tik-tok-break-the-facebook-google-duopoly-on-digital-ad-dollars
71,63,"“Mutual fund investments are subject to market risks, read all scheme related documents carefully”

You would have heard this sentence probably 1000 times before and yes, you have heard it",https://www.bajajfinservmarkets.in/discover/journals/blogs/investment/what-is-the-risk-of-investing-in-mutual-funds
72,66,Indian companies got an early Diwali present when FM Nirmala Sitharaman cut the corporate tax rate from 30% to a statutory rate of just over 22%. This measure was welcomed,https://www.bajajfinservmarkets.in/discover/journals/blogs/investment/will-the-government-overhaul-the-direct-tax-code
73,16,"When you require financial help, the first step is to decide how to do it. You might consider applying for a loan. With a personal loan, you are not required",https://www.bajajfinservmarkets.in/discover/journals/blogs/loans/do-more-with-finserv-markets-app
74,18,"A common question asked is whether having a low CIBIL score makes it impossible, or extremely difficult, for you to avail a personal loan. The answer is not as straightforward",https://www.bajajfinservmarkets.in/discover/journals/blogs/loans/does-a-low-cibil-score-prevent-you-from-getting-a-personal-loan
75,13,Reserve Bank of India (RBI) proposed a one-time loan restructuring on loans to ease the stress on borrowers who are facing financial difficulties. RBI allowed a one-time restructuring,https://www.bajajfinservmarkets.in/discover/journals/blogs/loans/how-loan-restructuring-impacts-cibil-score-and-eligibility
76,12,"Introduction
In India, over the past few years, there has been a paradigm shift in consumer behaviour, with regards to financial transactions and the rise of fintech companies that have",https://www.bajajfinservmarkets.in/discover/journals/blogs/loans/hybrid-model-of-lending-is-this-the-future
77,14,The Reserve Bank of India (RBI) has proposed a one-time restructuring of loans for borrowers struggling with repayments due to lack of liquidity. The plan is to restructure these,https://www.bajajfinservmarkets.in/discover/journals/blogs/loans/loan-restructuring-guidelines-by-rbi
78,15,What is a business loan ? Business loan is a type of unsecured loan in which no mortgage is needed. Business loans are availed by entrepreneurs and industrialists to cover various,https://www.bajajfinservmarkets.in/discover/journals/blogs/loans/need-urgent-finance-for-small-business-choose-bajaj-finserv-business-loan
79,19,"Banks and credit providers each have their own set of parameters when deciding to lend an amount to an applicant. However, the RBI has mandated that banks must consider CIBIL",https://www.bajajfinservmarkets.in/discover/journals/blogs/loans/simple-tips-to-improve-your-cibil-score
80,17,Bank Statement is one of the first documents that lenders ask for when taking decisions on loan applications. It is the single most important document that can decide if one,https://www.bajajfinservmarkets.in/discover/journals/blogs/loans/what-lenders-look-for-in-your-bank-statement
81,79,"In April 2016, the National Payments Corporation of India (NPCI)—a Reserve Bank of India regulated organisation—launched the United Payment Interface (UPI) payment system in India. UPI is a",https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/from-net-banking-to-upi
82,76,"This Valentine, let UPI help you on-the go! The Unified Payments Interface (UPI) ever since its launch in 2016, has garnered much popularity. Over time, UPI transactions have seen",https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/how-safe-are-upi-payments
83,72,It looks very convenient from User interface or front end to pay via UPI ID or Mobile number without sharing any account details with your friend or Payer but there,https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/how-safe-upi-payments-are
84,78,India has become the country with most advanced system of payments in the world. This giant leap has been powered by UPI (Universal Payment Interface) and IMPS (Immediate Payment System,https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/how-to-protect-yourself-from-upi-fraud
85,71,Our lives have changed drastically in the last few years especially with the advancement of Mobile phones. People have gradually moved away from carry money in their wallets to credit,https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/how-to-use-upi
86,70,"Pandemic & the “New Normal” has brought many changes to our lives, whether it be social distancing, wearing masks, sanitizing every few minutes or simply the way we interact with",https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/how-upi-is-better-than-other-digital-payment-modes
87,73,"Using Finserv MARKETS UPI app users can make SAFE digital payments. While keeping oneself safe from the coronavirus, one must be mindful of cybercriminals. These criminals are especially targeting users",https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/make-safe-digital-payments-with-finserv-markets-upi-app
88,74,The advent of digitization has led to a significant rise in the number of mobile payment apps in India. These mobile payment apps have helped our country take a step,https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/mobile-payment-apps-driving-fintech-frenzy-in-india
89,75,For those living under a rock for the past few years let me start off by saying that this is an attempt at explaining the new wave of Unified Payments,https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/upi-2-0-an-overview
90,77,United Payments Interface (UPI) is an instant payment system which allows immediate transfer of funds from one bank account to another through a mobile phone platform. It is a single,https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/what-is-upi-after-all
91,82,"In the hustle and bustle of daily life, having to manage our financial transactions can seem extremely complicated and time-consuming. But what if we told you there is a",https://www.bajajfinservmarkets.in/discover/journals/blogs/service/heres-how-you-can-access-all-your-financial-needs-in-one-go
92,83,A personal loan is typically required to be repaid as equated monthly instalments or EMIs. While most banks and lenders require that you pay a portion of the principal in,https://www.bajajfinservmarkets.in/discover/journals/blogs/service/heres-why-you-should-not-skip-your-emi-payments
93,84,"Personal loans can be useful in a variety of ways. With good credit, you can obtain a personal loan for any purpose, right from paying medical bills or consolidating debt",https://www.bajajfinservmarkets.in/discover/journals/blogs/service/hybrid-flexi-loan-a-flexible-and-convenient-solution-for-the-new-age-borrower
94,81,"Are you a chrysophilist? If so, have you ever imagined the idea of buying gold by claiming your rewards accumulated on your purchases? If you thought this is too good",https://www.bajajfinservmarkets.in/discover/journals/blogs/service/rewards-program-on-finserv-markets-app
95,97,"With the number of road accidents in India on a rise, it is wise to be prepared with a two wheeler insurance. A bike insurance covers the costs in case",https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/factors-to-consider-while-buying-two-wheeler-insurance
96,95,Vacations need a lot of research and meticulous planning. And one of the most important tasks is to ensure your well-being even when things go a little off-track,https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/get-travel-insurance-quote-on-finserv-markets-app
97,96,Buying insurance but confused about which policy to choose? Ensure you make an informed decision while choosing an ideal health insurance plan. It is important to know how to compare,https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/how-to-compare-health-insurance-plans
98,104,"Two-wheelers are extremely popular across India, offering freedom and independence to hundreds of thousands of citizens nation-wide. Unfortunately, this freedom comes at a cost, with road accidents involving",https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/roadside-safety-tips
99,99,"ULIPs are considered to be one of the most reliable long-term wealth creation solutions. They stand out amongst other investment options as they provide the benefit of returns, protection",https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/tax-benefits-of-investing-in-ulips
100,98,ULIP or Unit Linked Insurance Plan is a long-term investment plan with dual benefits of a life cover and investment. Part of the premiums paid by the policyholder is,https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/tips-to-choose-a-ulip-plan
101,101,"What is a ULIP?
A mix of investment and insurance, a Unit Linked Insurance Plan or ULIP offers policyholders a flexible way to create wealth with the additional security of",https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/ulip-buying-tips
102,100,"There is no doubt that two-wheeler riders are more vulnerable to road accidents, and the costs of an accident can be extremely high. What's more, fines for not",https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/why-do-you-need-bike-insurance
103,102,A family health insurance plan covers your family during medical emergencies and reduces the financial impact of medical costs. Health insurance is extremely important when you consider how expensive medical,https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/why-health-insurance-is-necessary
104,103,"From planning the trip to visiting your dream destination to bringing souvenirs for your loved ones, travelling can be life's most rewarding experiences. However, there are certain unforeseen circumstances",https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/why-travel-insurance-is-a-must
105,92,The Pradhan Mantri Mudra Yojna (PMMY) is a scheme launched by the Prime Minister in 2015 to fund income-generating activities of micro and small businesses in the non-farming,https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/all-you-need-to-know-about-the-mudra-loan
106,90,"Goods & Services Tax (GST) combines all the indirect taxes into a comprehensive single tax, both at the Central and State level. And hence, GST plays an important role in",https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/components-of-gst-infographic
107,94,If you are going to buy a house on a Home Loan then here are some facts about how you can do it while saving a decent amount of tax,https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/how-home-loan-can-save-tax
108,91,"Steps to Apply for Personal Loan on Finserv MARKETS App
Applying for a Personal Loan from the Finserv MARKETS App is super easy. Here are the 4 quick steps to",https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/how-to-apply-for-a-personal-loan-from-finserv-markets-app
109,86,,https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/how-to-apply-for-bajaj-finance-personal-loan-at-finserv-markets
110,85,,https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/how-to-avail-a-home-loan-at-finserv-markets
111,89,"New entrepreneurs can often find themselves in a confused state when decoding the Indian taxation system and figuring out how to minimize their tax payments when filing returns.
Here are",https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/income-tax-saving-tips-for-small-business
112,87,"What is a Professional Loan?
A professional loan serves as a financial help provided to the individuals of different professions like doctors, chartered accountants to meet their financial requirements. The",https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/types-of-professional-loan
113,88,One of the most notable facts about small business loans is that there are so many different kinds of them. This allows you to be sharp in your loan selection,https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/types-of-small-business-loans
114,93,A credit score is a very significant number that affects your financial life. This three-digit number decides if you can get a credit card or a loan of the,https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/what-affects-your-credit-score
115,172,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/emi-store/ac
116,167,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/emi-store/emi-store
117,168,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/emi-store/home-appliances
118,173,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/emi-store/laptop
119,174,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/emi-store/mobile-phone
120,171,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/emi-store/refrigerator
121,170,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/emi-store/tv
122,169,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/emi-store/washing-machine
123,161,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/insurance/cyber-insurance
124,159,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/insurance/four-wheeler-insurance
125,162,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/insurance/travel-insurance
126,160,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/insurance/two-wheeler-insurance
127,180,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/investment/child-plan
128,177,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/investment/digital-gold
129,176,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/investment/fixed-deposit
130,175,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/investment/investment-plan
131,178,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/investment/national-pension-scheme
132,179,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/investment/retirement-plan
133,151,Want to save on your existing home loan? You can pay off your existing home loan at attractive interest rates by applying for our Bajaj Finserv Home Loan Balance Transfer,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/loans/home-loan-balance-transfer
134,152,"Planning to buy the house of your dreams? Apply for Bajaj Finserv home loan and enjoy a wide range of benefits like flexible repayments, no part-payment or foreclosure charges",https://www.bajajfinservmarkets.in/discover/videos/featured-videos/loans/home-loan-fresh
135,149,"In need of financial funding to take care of a business expansion or a wedding expenditure, or fulfilling your child’s dream of studying abroad? Get a Loan Against Property",https://www.bajajfinservmarkets.in/discover/videos/featured-videos/loans/loan-against-property
136,150,Have a loan against property that you wish to transfer? The best way to save a lot of money from paying back a loan against property is to opt for,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/loans/loan-against-property-balance-transfer
137,153,"Whether it’s starting your own practice, buying new equipment, expanding your services or inducing technology in your services, Professional Loan for Doctors and Chartered Accountants will cater to all",https://www.bajajfinservmarkets.in/discover/videos/featured-videos/loans/professional-loan
138,148,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/loans/used-car-finance
